2023-02-17 13:49:30,885 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-02-17 13:49:31,122 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-02-17 13:49:31,124 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-02-17 13:49:31,125 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-02-17 13:49:31,128 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-02-17 13:49:31,129 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-02-17 13:49:31,130 INFO  SwAddin.cs: 201 - Setting up command manager
2023-02-17 13:49:31,133 INFO  SwAddin.cs: 204 - Adding command manager
2023-02-17 13:49:31,138 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-02-17 13:49:31,139 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-02-17 13:49:31,139 INFO  SwAddin.cs: 210 - Adding event handlers
2023-02-17 13:49:31,143 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-02-17 17:46:55,477 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2
2023-02-17 17:46:55,508 INFO  SwAddin.cs: 299 - Save is required
2023-02-17 17:46:55,509 INFO  SwAddin.cs: 313 - Saving assembly
2023-02-17 17:46:56,344 INFO  SwAddin.cs: 316 - Opening property manager
2023-02-17 17:46:56,506 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2
2023-02-17 17:46:56,540 INFO  ExportHelperExtension.cs: 1136 - Found 86 in Assem2
2023-02-17 17:46:56,541 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in Assem2
2023-02-17 17:46:56,542 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-02-17 17:46:56,544 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2023-02-17 17:46:56,546 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base 2-1
2023-02-17 17:46:56,548 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base 2-1
2023-02-17 17:46:56,549 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base 2-1
2023-02-17 17:46:56,549 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from door-1
2023-02-17 17:46:56,550 INFO  ExportHelperExtension.cs: 1136 - Found 28 in door-1
2023-02-17 17:46:56,556 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in door-1
2023-02-17 17:46:56,558 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from part 2-1
2023-02-17 17:46:56,559 INFO  ExportHelperExtension.cs: 1136 - Found 49 in part 2-1
